iter	Passed	Remaining
1670	25918	5102
1671	25934	5087
1672	25950	5072
1673	25965	5056
1674	25981	5041
1675	25996	5025
1676	26012	5010
1677	26029	4994
1678	26044	4979
1679	26060	4963
1680	26074	4948
1681	26089	4932
1682	26104	4916
1683	26119	4901
1684	26135	4885
1685	26150	4870
1686	26165	4854
1687	26180	4838
1688	26195	4823
1689	26211	4807
1690	26226	4792
1691	26243	4777
1692	26258	4761
1693	26277	4746
1694	26293	4731
1695	26309	4715
1696	26325	4700
1697	26340	4684
1698	26360	4670
1699	26377	4654
1700	26394	4639
1701	26410	4624
1702	26425	4608
1703	26442	4593
1704	26459	4578
1705	26475	4562
1706	26492	4547
1707	26509	4532
1708	26525	4516
1709	26543	4501
1710	26559	4486
1711	26577	4470
1712	26593	4455
1713	26609	4440
1714	26627	4424
1715	26644	4409
1716	26660	4394
1717	26677	4378
1718	26693	4363
1719	26710	4348
1720	26728	4333
1721	26745	4317
1722	26762	4302
1723	26779	4287
1724	26797	4272
1725	26815	4256
1726	26832	4241
1727	26849	4226
1728	26865	4210
1729	26881	4195
1730	26896	4179
1731	26912	4164
1732	26928	4148
1733	26944	4133
1734	26960	4117
1735	26976	4102
1736	26992	4086
1737	27008	4071
1738	27023	4055
1739	27038	4040
1740	27052	4024
1741	27067	4008
1742	27082	3993
1743	27097	3977
1744	27112	3961
1745	27127	3946
1746	27142	3930
1747	27158	3915
1748	27172	3899
1749	27189	3884
1750	27206	3868
1751	27221	3853
1752	27237	3837
1753	27252	3822
1754	27270	3806
1755	27286	3791
1756	27303	3776
1757	27318	3760
1758	27335	3745
1759	27349	3729
1760	27366	3714
1761	27382	3698
1762	27397	3683
1763	27412	3667
1764	27427	3651
1765	27443	3636
1766	27458	3620
1767	27474	3605
1768	27491	3589
1769	27507	3574
1770	27522	3558
1771	27537	3543
1772	27553	3527
1773	27568	3512
1774	27583	3496
1775	27599	3480
1776	27615	3465
1777	27630	3449
1778	27645	3434
1779	27660	3418
1780	27677	3403
1781	27692	3387
1782	27708	3372
1783	27725	3356
1784	27740	3341
1785	27755	3325
1786	27770	3310
1787	27786	3294
1788	27801	3279
1789	27818	3263
1790	27834	3248
1791	27850	3232
1792	27865	3217
1793	27882	3201
1794	27897	3186
1795	27912	3170
1796	27928	3154
1797	27943	3139
1798	27959	3123
1799	27976	3108
1800	27992	3092
1801	28007	3077
1802	28023	3061
1803	28040	3046
1804	28057	3031
1805	28073	3015
1806	28088	3000
1807	28104	2984
1808	28119	2968
1809	28135	2953
1810	28150	2937
1811	28166	2922
1812	28182	2906
1813	28197	2891
1814	28214	2875
1815	28231	2860
1816	28247	2844
1817	28260	2829
1818	28276	2813
1819	28291	2798
1820	28307	2782
1821	28323	2767
1822	28339	2751
1823	28354	2735
1824	28370	2720
1825	28385	2704
1826	28402	2689
1827	28418	2673
1828	28433	2658
1829	28448	2642
1830	28463	2627
1831	28478	2611
1832	28493	2595
1833	28509	2580
1834	28524	2564
1835	28539	2549
1836	28557	2533
1837	28574	2518
1838	28589	2502
1839	28604	2487
1840	28619	2471
1841	28633	2456
1842	28650	2440
1843	28665	2425
1844	28681	2409
1845	28697	2394
1846	28713	2378
1847	28729	2363
1848	28744	2347
1849	28762	2332
1850	28778	2316
1851	28793	2300
1852	28809	2285
1853	28824	2269
1854	28838	2254
1855	28853	2238
1856	28868	2223
1857	28884	2207
1858	28899	2191
1859	28913	2176
1860	28927	2160
1861	28943	2145
1862	28959	2129
1863	28974	2114
1864	28991	2098
1865	29006	2083
1866	29021	2067
1867	29036	2051
1868	29051	2036
1869	29067	2020
1870	29082	2005
1871	29098	1989
1872	29114	1974
1873	29130	1958
1874	29146	1943
1875	29162	1927
1876	29178	1912
1877	29195	1896
1878	29211	1881
1879	29227	1865
1880	29242	1849
1881	29256	1834
1882	29271	1818
1883	29287	1803
1884	29302	1787
1885	29317	1772
1886	29331	1756
1887	29346	1740
1888	29362	1725
1889	29378	1709
1890	29394	1694
1891	29409	1678
1892	29425	1663
1893	29442	1647
1894	29458	1632
1895	29474	1616
1896	29490	1601
1897	29505	1585
1898	29520	1570
1899	29536	1554
1900	29551	1538
1901	29567	1523
1902	29581	1507
1903	29597	1492
1904	29613	1476
1905	29628	1461
1906	29643	1445
1907	29658	1430
1908	29673	1414
1909	29689	1398
1910	29704	1383
1911	29718	1367
1912	29734	1352
1913	29749	1336
1914	29765	1321
1915	29780	1305
1916	29795	1290
1917	29812	1274
1918	29828	1259
1919	29844	1243
1920	29859	1227
1921	29875	1212
1922	29890	1196
1923	29906	1181
1924	29921	1165
1925	29936	1150
1926	29952	1134
1927	29968	1119
1928	29983	1103
1929	29997	1087
1930	30014	1072
1931	30030	1056
1932	30045	1041
1933	30062	1025
1934	30079	1010
1935	30095	994
1936	30110	979
1937	30125	963
1938	30140	948
1939	30155	932
1940	30171	917
1941	30186	901
1942	30201	885
1943	30217	870
1944	30232	854
1945	30247	839
1946	30263	823
1947	30278	808
1948	30294	792
1949	30310	777
1950	30325	761
1951	30340	746
1952	30355	730
1953	30372	715
1954	30388	699
1955	30405	683
1956	30421	668
1957	30436	652
1958	30452	637
1959	30468	621
1960	30483	606
1961	30499	590
1962	30515	575
1963	30530	559
1964	30545	544
1965	30561	528
1966	30577	512
1967	30592	497
1968	30609	481
1969	30626	466
1970	30642	450
1971	30657	435
1972	30671	419
1973	30687	404
1974	30702	388
1975	30717	373
1976	30733	357
1977	30748	341
1978	30763	326
1979	30780	310
1980	30795	295
1981	30810	279
1982	30826	264
1983	30840	248
1984	30855	233
1985	30871	217
1986	30887	202
1987	30902	186
1988	30918	170
1989	30933	155
1990	30949	139
1991	30964	124
1992	30981	108
1993	30997	93
1994	31013	77
1995	31028	62
1996	31044	46
1997	31060	31
1998	31076	15
1999	31093	0
