iter	Logloss
143	0.2114082056
144	0.2112128426
145	0.2110652912
146	0.2109208055
147	0.2107633116
148	0.2105854913
149	0.2104207102
150	0.2102760011
151	0.2101111095
152	0.2099424854
153	0.2098073984
154	0.2096576609
155	0.2094846874
156	0.2093214841
157	0.2092054689
158	0.2090521722
159	0.2089149393
160	0.2087192508
161	0.2085564419
162	0.2084231147
163	0.2082548477
164	0.2081220323
165	0.2079866401
166	0.2078525703
167	0.2077200157
168	0.2075982468
169	0.2074950385
170	0.207331336
171	0.2071707922
172	0.2070294384
173	0.206906145
174	0.2067579803
175	0.2066159557
176	0.2064813637
177	0.2063200165
178	0.2061935495
179	0.206067129
180	0.2059195805
181	0.2057718785
182	0.2056510579
183	0.2055035284
184	0.2053485432
185	0.2052389352
186	0.2051070317
187	0.2049975211
188	0.2048690519
189	0.204764522
190	0.2046491763
191	0.2045446908
192	0.2044274721
193	0.2042989637
194	0.2041771672
195	0.2040711875
196	0.203936193
197	0.2038454126
198	0.2037308332
199	0.2036253099
200	0.2034989366
201	0.2033914705
202	0.203280125
203	0.2031625887
204	0.2030659713
205	0.2029464588
206	0.2028317865
207	0.2027286438
208	0.2026255992
209	0.2025218531
210	0.2024158622
211	0.2023166892
212	0.2021907275
213	0.2020870909
214	0.2019864987
215	0.2018630397
216	0.2017510169
217	0.2016474881
218	0.2015346496
219	0.2014097759
220	0.2012973887
221	0.2012012802
222	0.2011096224
223	0.201012912
224	0.2009075984
225	0.200812328
226	0.2006892397
227	0.2005790339
228	0.2004669947
229	0.2003603499
230	0.2002536515
231	0.2001622228
232	0.200065551
233	0.1999601413
234	0.1998505065
235	0.1997508962
236	0.1996235137
237	0.1995254086
238	0.199420137
239	0.1992829302
240	0.199165907
241	0.1990649014
242	0.1989574995
243	0.1988579939
244	0.1987480774
245	0.1986355769
246	0.1985004834
247	0.1983552676
248	0.198263495
249	0.198167017
250	0.1980685637
251	0.197966864
252	0.1978549783
253	0.1977399418
254	0.1976511767
255	0.1975692617
256	0.1974830006
257	0.1974147474
258	0.1973395334
259	0.1972646708
260	0.1971759962
261	0.1970805243
262	0.1969719011
263	0.1968707036
264	0.1967779772
265	0.1966845274
266	0.1965798194
267	0.1964750671
268	0.19636468
269	0.1962651946
270	0.1961437354
271	0.1960507934
272	0.1959542019
273	0.1958320321
274	0.1957406694
275	0.195646513
276	0.1955536615
277	0.1954768494
278	0.1953795158
279	0.1952811225
280	0.1951704871
281	0.1950543681
282	0.1949664102
283	0.1948608487
284	0.1947782219
285	0.1946837908
286	0.1946147532
287	0.1945146684
288	0.1944148641
289	0.1943159067
290	0.1942088201
291	0.1941097368
292	0.1940210966
293	0.1939175203
294	0.1938260886
295	0.193687536
296	0.1936031654
297	0.1935110056
298	0.1934232557
299	0.1933179334
300	0.1932210374
301	0.1931227683
302	0.1930494613
303	0.1929417444
304	0.1928465107
305	0.1927520984
306	0.192685783
307	0.1925818437
308	0.1924890408
309	0.1924098509
310	0.192318205
311	0.1922277943
312	0.1921426802
313	0.1920554135
314	0.1919655246
315	0.1918767422
316	0.1917885211
317	0.1917114148
318	0.1916198413
319	0.1915252012
320	0.1914239355
321	0.191357509
322	0.1912830211
323	0.1912135187
324	0.1911256132
325	0.1910258289
326	0.1909244074
327	0.1908399467
328	0.1907344899
329	0.1906654446
330	0.1905768647
331	0.1905002091
332	0.1904266576
333	0.1903318817
334	0.1902441724
335	0.1901412344
336	0.1900727695
337	0.1899767856
338	0.1898942994
339	0.1898140887
340	0.1897433364
341	0.1896871407
342	0.1895991214
343	0.1895151145
344	0.1894409056
345	0.1893660218
346	0.1892826305
347	0.1891899295
348	0.1891136166
349	0.1890491422
350	0.1889681718
351	0.1888815137
352	0.1887902103
353	0.1886978034
354	0.1886122208
355	0.1885364571
356	0.1884195544
357	0.1883417433
358	0.1882498472
359	0.1881734872
360	0.188097051
361	0.1880348504
362	0.1879461392
363	0.1878389522
364	0.1877706632
365	0.1877006728
366	0.1876134116
367	0.1875345708
368	0.1874498928
369	0.1873655664
370	0.1873054578
371	0.1872155508
372	0.1871256626
373	0.1870459931
374	0.186968493
375	0.1868999321
376	0.1868111946
377	0.1867409497
378	0.1866847009
379	0.1866116674
380	0.1865309183
381	0.1864473828
382	0.1863817134
383	0.1863193314
384	0.1862454411
385	0.1861729405
386	0.1860925668
387	0.1860134781
388	0.1859297179
389	0.1858571154
390	0.1857824033
391	0.1857015845
392	0.185616342
393	0.1855116081
394	0.1854395825
395	0.18536409
396	0.1853116641
397	0.185240798
398	0.1851589301
399	0.1850761877
400	0.1850057871
401	0.1849412637
402	0.1848682014
403	0.1847865375
404	0.1847253033
405	0.1846436864
406	0.1845798052
407	0.1844883838
408	0.1844049542
409	0.1843258547
410	0.1842415935
411	0.18415978
412	0.1840779378
413	0.1839957441
414	0.1839301381
415	0.1838519712
416	0.1837973159
417	0.1837201097
418	0.1836618734
419	0.1835757898
420	0.1835026597
421	0.183440141
422	0.1833576958
423	0.1832818428
424	0.1832330506
425	0.1831580435
426	0.1830964806
427	0.1830231216
428	0.1829559474
429	0.1828823658
430	0.1828060938
431	0.1827440332
432	0.1826845259
433	0.1826006455
434	0.182529919
435	0.1824522015
436	0.1823930061
437	0.1823209059
438	0.1822529855
439	0.1821928702
440	0.1821155255
441	0.1820749822
442	0.1820113332
443	0.1819518756
444	0.1818761224
445	0.1818081489
446	0.1817271269
447	0.181652606
448	0.18157449
449	0.1815062758
450	0.1814370546
451	0.1813605522
452	0.1813004205
453	0.181249639
454	0.1811811897
455	0.1811022286
456	0.1810363158
457	0.1809577723
458	0.1808959202
459	0.1808366961
460	0.18075988
461	0.1806902663
462	0.1806385673
463	0.1805789202
464	0.1805338706
465	0.1804646067
466	0.1803921145
467	0.1803261471
468	0.1802571239
469	0.1801767116
470	0.1801217848
471	0.1800672622
472	0.1799890841
473	0.1799305845
474	0.1798530188
475	0.1797858976
476	0.1797290043
477	0.179651729
478	0.179578796
479	0.1795216206
480	0.179464561
481	0.1794147042
482	0.1793457408
483	0.1792892915
484	0.1792111657
485	0.179145951
486	0.1790928965
487	0.1790349205
488	0.1789738751
489	0.1789006018
490	0.1788270699
491	0.178770087
492	0.178707357
493	0.1786364979
494	0.178591066
495	0.1785232149
496	0.178485168
497	0.1784223623
498	0.178371145
499	0.1783263951
500	0.1782569465
501	0.1781899664
502	0.1781354013
503	0.1780609158
504	0.1779999175
505	0.177937262
506	0.1778871458
507	0.1778145065
508	0.1777552745
509	0.1777026781
510	0.177640822
511	0.1775851118
512	0.1775201789
513	0.177460831
514	0.17740378
515	0.1773492942
516	0.1772866359
517	0.1772277503
518	0.1771617352
519	0.1770968328
520	0.1770427892
521	0.1769818201
522	0.1769136567
523	0.1768466792
524	0.1767790746
525	0.1767257135
526	0.1766739468
527	0.1766080434
528	0.1765512787
529	0.1764969006
530	0.1764417416
531	0.1763831322
532	0.1763324904
533	0.1762728336
534	0.1762228864
535	0.1761572723
536	0.1761076898
537	0.1760477664
538	0.1759855421
539	0.1759067998
540	0.1758552042
541	0.1757929694
542	0.1757409294
543	0.1756729064
544	0.175612675
545	0.1755616633
546	0.1754991943
547	0.1754394924
548	0.1753866251
549	0.1753247972
550	0.1752537028
551	0.1751956239
552	0.1751458311
553	0.1750826748
554	0.1750260797
555	0.174969934
556	0.1748985433
557	0.174847433
558	0.1747916007
559	0.1747298207
560	0.1746654619
561	0.1746006716
562	0.17455182
563	0.1744913434
564	0.1744369104
565	0.1743754211
566	0.174319805
567	0.1742740668
568	0.1741987964
569	0.1741426516
570	0.1740784418
571	0.1740267364
572	0.1739836502
573	0.1739223188
574	0.1738630502
575	0.1738039171
576	0.1737469539
577	0.1736980206
578	0.1736375441
579	0.1735742231
580	0.1735079778
581	0.1734550841
582	0.1733883024
583	0.1733175892
584	0.1732597847
585	0.1731996527
586	0.1731385261
587	0.1730803099
588	0.1730206106
589	0.1729642957
590	0.1729052314
591	0.172851063
592	0.1727928729
593	0.1727401303
594	0.1726993197
595	0.1726341688
596	0.1725874862
597	0.1725232454
598	0.1724652695
599	0.17240978
600	0.1723461698
601	0.172291836
602	0.1722363886
603	0.1721679927
604	0.1721190213
605	0.172055239
606	0.1720003631
607	0.17195392
608	0.1718973832
609	0.1718533689
610	0.1718070837
611	0.1717519208
612	0.1716968198
613	0.1716390758
614	0.1715818025
615	0.1715324043
616	0.1714710865
617	0.1714105412
618	0.171353218
619	0.171312825
620	0.1712693147
621	0.1712024765
622	0.1711497459
623	0.1710933238
624	0.1710376651
625	0.1709790954
626	0.1709385541
627	0.1708794068
628	0.170820429
629	0.1707716884
630	0.1707274641
631	0.170672378
632	0.1706095173
633	0.1705716178
634	0.1705164529
635	0.1704644526
636	0.17042404
637	0.1703699258
638	0.1703112294
639	0.170257735
640	0.1701996415
641	0.170137861
642	0.1700938462
643	0.1700433293
644	0.1699968325
645	0.1699411497
646	0.1698884493
647	0.1698354733
648	0.1697866887
649	0.1697334065
650	0.1696945514
651	0.1696420841
652	0.1695916481
653	0.1695409858
654	0.1694928121
655	0.1694311123
656	0.169364389
657	0.1693117862
658	0.169264781
659	0.1692089569
660	0.1691608901
661	0.1691145521
662	0.1690671251
663	0.1690200517
664	0.1689744981
665	0.1689357401
666	0.1688970437
667	0.1688497158
668	0.1687925784
669	0.1687423361
670	0.1686911205
671	0.1686419065
672	0.1685867044
673	0.1685506695
674	0.1685048165
675	0.1684451176
676	0.1683980302
677	0.1683425899
678	0.1682981562
679	0.1682494056
680	0.1681993622
681	0.1681499482
682	0.1681012499
683	0.1680497879
684	0.1680205118
685	0.1679648856
686	0.1679158299
687	0.1678679614
688	0.1678167915
689	0.167758816
690	0.1677005499
691	0.1676472389
692	0.1675930945
693	0.1675331409
694	0.1674871002
695	0.1674217689
696	0.1673704705
697	0.1673183052
698	0.1672698363
699	0.1672253281
700	0.1671793785
701	0.1671267838
702	0.1670816711
703	0.1670369605
704	0.1669794735
705	0.166918336
706	0.1668635982
707	0.1668158836
708	0.1667624065
709	0.1667109353
710	0.1666651238
711	0.1666136627
712	0.1665789754
713	0.166525618
714	0.1664845364
715	0.1664421234
716	0.1663847564
717	0.1663398292
718	0.166290447
719	0.1662369387
720	0.166195186
721	0.1661421192
722	0.166093821
723	0.1660609455
724	0.1660185994
725	0.1659749567
726	0.1659309288
727	0.165882487
728	0.1658323232
729	0.1657900172
730	0.1657462038
731	0.1657015655
732	0.1656564469
733	0.1656061478
734	0.1655553088
735	0.165501929
736	0.1654602341
737	0.1654181498
738	0.1653697343
739	0.1653273438
740	0.1652813938
741	0.1652544287
742	0.1652064031
743	0.1651700722
744	0.1651369091
745	0.1650835006
746	0.1650299832
747	0.1649857377
748	0.16494334
749	0.1648978158
750	0.1648451332
751	0.1647940254
752	0.164740536
753	0.1646946173
754	0.1646483091
755	0.1646037232
756	0.1645714268
757	0.1645178903
758	0.164468413
759	0.164421459
760	0.1643758917
761	0.1643257028
762	0.1642884959
763	0.1642381416
764	0.1641894092
765	0.1641463633
766	0.1640995822
767	0.1640509769
768	0.1640012292
769	0.1639482899
770	0.1639063061
771	0.1638656322
772	0.1638145664
773	0.16376593
774	0.1637153763
775	0.1636721174
776	0.1636283161
777	0.1635874066
778	0.1635442856
779	0.163488892
780	0.1634496109
781	0.1633999019
782	0.1633563542
783	0.1633109266
784	0.1632609644
785	0.1632156175
786	0.1631708087
787	0.1631308222
788	0.1630899949
789	0.1630400022
790	0.162984731
791	0.1629455504
792	0.1629003235
793	0.1628552601
794	0.16280133
795	0.1627458196
796	0.1627048404
797	0.1626542956
798	0.1626144395
799	0.1625724967
800	0.1625242574
801	0.1624711488
802	0.1624215399
803	0.1623827447
804	0.1623292244
805	0.1622771324
806	0.1622275616
807	0.162178721
808	0.1621293824
809	0.1620771133
810	0.1620400058
811	0.1619931824
812	0.1619397527
813	0.1618952188
814	0.1618396752
815	0.1617898402
816	0.1617474018
817	0.1617007449
818	0.161670229
819	0.1616307059
820	0.1615767371
821	0.1615383883
822	0.1614895664
823	0.1614517494
824	0.1614086518
825	0.1613604966
826	0.1613177764
827	0.1612757974
828	0.1612262929
829	0.1611776748
830	0.161130167
831	0.1610848211
832	0.1610462832
833	0.1610006215
834	0.1609633242
835	0.1609121199
836	0.1608685107
837	0.1608308576
838	0.1607906229
839	0.1607526877
840	0.1607095681
841	0.1606581094
842	0.1606099997
843	0.1605621108
844	0.160515909
845	0.1604703769
846	0.1604229134
847	0.1603921876
848	0.1603365682
849	0.1603020637
850	0.1602575537
851	0.1602130531
852	0.160158723
853	0.1601104722
854	0.1600618832
855	0.1600207609
856	0.1599766108
857	0.1599360169
858	0.1599032571
859	0.1598499062
860	0.1598120853
861	0.1597719999
862	0.1597315332
863	0.1596905261
864	0.1596409614
865	0.1595980317
866	0.1595604994
867	0.1595171581
868	0.159472363
869	0.1594287194
870	0.1593906488
871	0.1593453131
872	0.1592931305
873	0.1592452531
874	0.1592008392
875	0.1591506085
876	0.1591117009
877	0.1590578179
878	0.1590109829
879	0.1589703505
880	0.1589311326
881	0.1589052603
882	0.1588454269
883	0.1588043449
884	0.1587732107
885	0.1587286225
886	0.1586896566
887	0.1586454512
888	0.1585963479
889	0.1585539422
890	0.1585172543
891	0.1584807088
892	0.158438035
893	0.1583954858
894	0.1583539534
895	0.158305035
896	0.1582575306
897	0.1582148506
898	0.1581758108
899	0.1581316413
900	0.1580917721
901	0.1580576026
902	0.1580095919
903	0.1579684984
904	0.1579353943
905	0.1578954264
906	0.1578480676
907	0.157808838
908	0.157759889
909	0.1577088824
910	0.157666427
911	0.1576391957
912	0.1575884302
913	0.1575373473
914	0.1574985825
915	0.1574570389
916	0.1574122451
917	0.1573733729
918	0.1573389212
919	0.1572990457
920	0.15725972
921	0.1572135989
922	0.1571673025
923	0.1571198134
924	0.1570886332
925	0.1570497825
926	0.1570098981
927	0.1569714154
928	0.15692802
929	0.1568910594
930	0.1568585964
931	0.1568116396
932	0.1567648748
933	0.1567273251
934	0.156680764
935	0.1566325151
936	0.1565952517
937	0.156560352
938	0.1565186684
939	0.1564704094
940	0.1564231475
941	0.1563735375
942	0.1563312931
943	0.1562879595
944	0.1562567921
945	0.1562143826
946	0.1561809313
947	0.1561362563
948	0.1560879953
949	0.1560430955
950	0.1559960992
951	0.1559536782
952	0.155912245
953	0.1558727126
954	0.1558303368
955	0.1557900988
956	0.1557507034
957	0.1557156255
958	0.1556744274
959	0.1556324259
960	0.1555843958
961	0.1555424664
962	0.1554920183
963	0.1554508115
964	0.1554133646
965	0.1553676213
966	0.1553343916
967	0.1552961203
968	0.1552564263
969	0.155218874
970	0.1551867328
971	0.1551491243
972	0.1551148027
973	0.1550745076
974	0.1550271708
975	0.1549865053
976	0.1549525634
977	0.154930871
978	0.1548901982
979	0.1548609457
980	0.1548158849
981	0.1547701107
982	0.1547248939
983	0.1546940987
984	0.154663847
985	0.1546205926
986	0.1545813978
987	0.1545379443
988	0.154495479
989	0.1544660435
990	0.1544244792
991	0.1543913772
992	0.1543421221
993	0.1543018385
994	0.1542730977
995	0.1542292178
996	0.1541806956
997	0.1541403864
998	0.1541056733
999	0.1540569173
1000	0.154011794
1001	0.1539685348
1002	0.1539232566
1003	0.1538958221
1004	0.1538570299
1005	0.1538200136
1006	0.1537862671
1007	0.1537344484
1008	0.1536848487
1009	0.1536484782
1010	0.1536005673
1011	0.1535561955
1012	0.1535112608
1013	0.1534834808
1014	0.1534403638
1015	0.1534024547
1016	0.1533623522
1017	0.1533206329
1018	0.1532845969
1019	0.1532469436
1020	0.1532141394
1021	0.153171009
1022	0.1531279316
1023	0.153090676
1024	0.1530513598
1025	0.1530033987
1026	0.1529627493
1027	0.1529400124
1028	0.1529057463
1029	0.152868788
1030	0.1528459079
1031	0.152802853
1032	0.1527690876
1033	0.1527251103
1034	0.1526829692
1035	0.1526464259
1036	0.1526007114
1037	0.1525542076
1038	0.1525106105
1039	0.1524677058
1040	0.1524239064
1041	0.1523855344
1042	0.1523494331
1043	0.1523078121
1044	0.1522678542
1045	0.1522296104
1046	0.1521879748
1047	0.1521523031
1048	0.1521148609
1049	0.1520713593
1050	0.1520371466
1051	0.1519866521
1052	0.1519534324
1053	0.1519255966
1054	0.1518786607
1055	0.151836042
1056	0.1518022424
1057	0.1517574985
1058	0.1517109749
1059	0.1516544998
1060	0.1516215017
1061	0.1515867862
1062	0.1515501281
1063	0.1515056947
1064	0.1514623056
1065	0.1514301354
1066	0.1513955745
1067	0.1513462719
1068	0.1513090058
1069	0.1512754701
1070	0.1512342262
1071	0.1511889308
1072	0.1511427188
1073	0.1511160152
1074	0.151077789
1075	0.151040692
1076	0.1510044977
1077	0.1509671997
1078	0.1509255675
1079	0.1508867621
1080	0.1508498216
1081	0.1508119819
1082	0.1507713479
1083	0.1507485674
1084	0.1507144453
1085	0.1506803679
1086	0.1506380652
1087	0.1506012717
1088	0.1505613362
1089	0.1505224957
1090	0.150488155
1091	0.1504468162
1092	0.1504072158
1093	0.1503746952
1094	0.1503247053
1095	0.1502784399
1096	0.1502376688
1097	0.1501977028
1098	0.1501643042
1099	0.150124168
1100	0.1500858293
1101	0.1500493038
1102	0.1500104375
1103	0.149969619
1104	0.1499319337
1105	0.1498937692
1106	0.1498488362
1107	0.1498110526
1108	0.149775071
1109	0.1497481803
1110	0.1497133526
1111	0.1496758397
1112	0.1496484442
1113	0.14962635
1114	0.1495801683
1115	0.1495380592
1116	0.1495036367
1117	0.1494653571
1118	0.1494393518
1119	0.1494013169
1120	0.1493610078
1121	0.1493229819
1122	0.1492831311
1123	0.1492562458
1124	0.1492209028
1125	0.149178015
1126	0.1491364053
1127	0.1490977065
1128	0.1490647324
1129	0.1490231499
1130	0.148990234
1131	0.148949703
1132	0.1489097859
1133	0.1488761617
1134	0.1488445578
1135	0.1487978415
1136	0.1487611991
1137	0.1487314184
1138	0.1486943071
1139	0.1486576607
1140	0.1486205378
1141	0.1485855573
1142	0.1485487904
1143	0.1485099338
1144	0.1484708693
1145	0.1484407324
1146	0.1484056009
1147	0.1483625921
1148	0.1483242002
1149	0.1482825102
1150	0.1482623043
1151	0.1482295082
1152	0.1481986722
1153	0.1481589377
1154	0.148126086
1155	0.1480930356
1156	0.1480517406
1157	0.1480211807
1158	0.147984068
1159	0.1479502782
1160	0.1479202123
1161	0.1478818539
1162	0.1478424747
1163	0.1478135936
1164	0.1477803069
1165	0.1477378896
1166	0.1476997212
1167	0.1476581904
1168	0.1476309098
1169	0.1476011379
1170	0.1475661043
1171	0.1475236349
1172	0.1474830136
1173	0.1474513675
1174	0.1474069015
1175	0.1473688863
1176	0.1473274932
1177	0.1472969153
1178	0.1472588215
1179	0.1472281494
1180	0.1471970547
1181	0.1471581182
1182	0.147125378
1183	0.1470921302
1184	0.1470477814
1185	0.1470176163
1186	0.1469771349
1187	0.1469364892
1188	0.1469084085
1189	0.1468640211
1190	0.1468269073
1191	0.1467999552
1192	0.146759366
1193	0.1467068299
1194	0.1466735601
1195	0.1466298179
1196	0.1465966759
1197	0.1465607199
1198	0.1465312871
1199	0.1464976142
1200	0.1464533169
1201	0.1464226262
1202	0.1463926213
1203	0.1463622883
1204	0.1463264839
1205	0.1462911099
1206	0.1462545444
1207	0.1462262403
1208	0.1461885766
1209	0.1461496178
1210	0.1461159893
1211	0.1460752576
1212	0.1460497722
1213	0.1460153675
1214	0.1459796333
1215	0.1459395002
1216	0.1459150746
1217	0.1458763688
1218	0.1458479344
1219	0.1458150561
1220	0.1457861456
1221	0.1457494145
1222	0.1457198159
1223	0.1456943813
1224	0.1456623949
1225	0.1456233906
1226	0.1455959041
1227	0.1455503018
1228	0.1455098482
1229	0.1454708282
1230	0.1454372388
1231	0.1454127979
1232	0.1453762807
1233	0.1453443765
1234	0.1453104524
1235	0.1452773151
1236	0.1452396556
1237	0.1452038345
1238	0.1451656584
1239	0.1451411714
1240	0.1451102722
1241	0.145072922
1242	0.1450310732
1243	0.1449946439
1244	0.1449584015
1245	0.1449252892
1246	0.1448929832
1247	0.1448567107
1248	0.1448272435
1249	0.1447934258
1250	0.1447551376
1251	0.1447046088
1252	0.1446631118
1253	0.1446273821
1254	0.1445991079
1255	0.1445548912
1256	0.1445192795
1257	0.1444874293
1258	0.1444538285
1259	0.144415
1260	0.1444026011
1261	0.1443624828
1262	0.1443422712
1263	0.1443031166
1264	0.1442636436
1265	0.1442262253
1266	0.1441960268
1267	0.144166879
1268	0.1441320956
1269	0.1440979737
1270	0.1440655046
1271	0.1440276295
1272	0.1439903832
1273	0.1439552537
1274	0.1439164455
1275	0.1438819302
1276	0.1438495156
1277	0.1438090909
1278	0.1437728042
1279	0.1437438204
1280	0.1437079391
1281	0.1436663675
1282	0.143633322
1283	0.143597793
1284	0.1435587053
1285	0.1435220864
1286	0.1434888508
1287	0.1434515062
1288	0.1434164337
1289	0.1433770552
1290	0.1433356223
1291	0.1432980361
1292	0.1432576841
1293	0.1432313388
1294	0.1431999037
1295	0.1431755935
1296	0.1431358578
1297	0.1430996142
1298	0.1430752239
1299	0.1430332212
1300	0.1429971846
1301	0.1429622256
1302	0.1429249003
1303	0.1428861118
1304	0.142851529
1305	0.1428223787
1306	0.1427840103
1307	0.1427498751
1308	0.1427121019
1309	0.142673603
1310	0.1426404356
1311	0.1426061852
1312	0.1425728258
1313	0.1425372738
1314	0.1425048698
1315	0.1424753375
1316	0.1424408408
1317	0.1424135788
1318	0.1423795339
1319	0.1423534032
1320	0.1423188385
1321	0.142276627
1322	0.1422436168
1323	0.1422107161
1324	0.1421749802
1325	0.1421497615
1326	0.1421184526
1327	0.1420824539
1328	0.1420427637
1329	0.1420119886
1330	0.1419673411
1331	0.1419296687
1332	0.1418974147
1333	0.1418575316
1334	0.1418315715
1335	0.1417944037
1336	0.141766056
1337	0.1417281059
1338	0.1416980135
1339	0.1416574313
1340	0.1416196519
1341	0.1415940546
1342	0.1415522365
1343	0.1415262812
1344	0.1414906118
1345	0.141451004
1346	0.1414112592
1347	0.1413739572
1348	0.1413438035
1349	0.1413071715
1350	0.1412747041
1351	0.141244508
1352	0.1412192768
1353	0.1411889002
1354	0.1411545163
1355	0.1411203241
1356	0.1410968752
1357	0.1410620992
1358	0.1410283021
1359	0.1409839603
1360	0.1409451872
1361	0.1409130413
1362	0.140885116
1363	0.140859191
1364	0.1408284962
1365	0.1407905945
1366	0.1407647327
1367	0.1407229216
1368	0.1406913455
1369	0.1406632356
1370	0.1406261501
1371	0.1405947112
1372	0.1405604491
1373	0.1405248974
1374	0.1405023446
1375	0.1404748343
1376	0.1404339585
1377	0.1403982553
1378	0.140374934
1379	0.1403454921
1380	0.1403120283
1381	0.1402791702
1382	0.1402388891
1383	0.1401964808
1384	0.1401688504
1385	0.1401412345
1386	0.1400956705
1387	0.1400666195
1388	0.1400347465
1389	0.1399995812
1390	0.1399649246
1391	0.1399318974
1392	0.1398962544
1393	0.1398604674
1394	0.1398327393
1395	0.1398017147
1396	0.1397622829
1397	0.1397319553
1398	0.1396949877
1399	0.1396633173
1400	0.1396337833
1401	0.1395982615
1402	0.1395662376
1403	0.1395341631
1404	0.1395009776
1405	0.1394638843
1406	0.1394242029
1407	0.1393998245
1408	0.1393704113
1409	0.1393332641
1410	0.1393118029
1411	0.1392767796
1412	0.1392402371
1413	0.1392122255
1414	0.1391801557
1415	0.1391508115
1416	0.1391177178
1417	0.1390767669
1418	0.1390493208
1419	0.1390133747
1420	0.1389863145
1421	0.1389536712
1422	0.1389266587
1423	0.1388938138
1424	0.1388531619
1425	0.1388237766
1426	0.1387919563
1427	0.1387699826
1428	0.1387351062
1429	0.1387034415
1430	0.1386723128
1431	0.1386359032
1432	0.1386060031
1433	0.1385763504
1434	0.1385425869
1435	0.1385036958
1436	0.1384664605
1437	0.1384348318
1438	0.1384158457
1439	0.138386737
1440	0.1383637362
1441	0.1383326963
1442	0.1382985383
1443	0.1382732139
1444	0.1382352585
1445	0.1381969109
1446	0.1381673741
1447	0.1381321
1448	0.1380924807
1449	0.1380626769
1450	0.1380307656
1451	0.1379937581
1452	0.1379678089
1453	0.1379348512
1454	0.1379000585
1455	0.1378630215
1456	0.1378272498
1457	0.1377919231
1458	0.1377697373
1459	0.1377380354
1460	0.1377042894
1461	0.1376846832
1462	0.1376520314
1463	0.137616584
1464	0.1375805411
1465	0.1375441042
1466	0.1375167405
1467	0.1374789912
1468	0.1374506712
1469	0.1374197065
1470	0.1373835176
1471	0.1373431954
1472	0.1373150052
1473	0.1372851207
1474	0.1372534038
1475	0.137221399
1476	0.137190931
1477	0.137154864
1478	0.1371251482
1479	0.1370962925
1480	0.1370618964
1481	0.1370310905
1482	0.1369969743
1483	0.1369602838
1484	0.1369360061
1485	0.1369082038
1486	0.1368724023
1487	0.136840385
1488	0.1368154567
1489	0.1367885609
1490	0.1367462681
1491	0.1367147639
1492	0.136679766
1493	0.1366503091
1494	0.1366195286
1495	0.1365851494
1496	0.1365586046
1497	0.1365219456
1498	0.136490697
1499	0.1364564714
1500	0.1364284926
1501	0.1363961599
1502	0.1363694917
1503	0.1363382189
1504	0.1363074906
1505	0.1362762521
1506	0.1362411603
1507	0.1362040175
1508	0.1361704225
1509	0.1361363342
1510	0.1361050939
1511	0.1360747798
1512	0.1360380629
1513	0.1360065283
