iter	Logloss
1514	0.1359758976
1515	0.1359582852
1516	0.1359276849
1517	0.1358930511
1518	0.1358622251
1519	0.1358344905
1520	0.1358046822
1521	0.1357671356
1522	0.1357360393
1523	0.1357008793
1524	0.1356771388
1525	0.135651168
1526	0.1356214466
1527	0.1355900796
1528	0.1355624777
1529	0.1355475186
1530	0.1355177397
1531	0.1354812063
1532	0.1354514927
1533	0.1354255465
1534	0.1353905575
1535	0.1353690751
1536	0.1353358814
1537	0.1352994405
1538	0.1352669414
1539	0.135236082
1540	0.1352004213
1541	0.1351713939
1542	0.1351379012
1543	0.1351042626
1544	0.135086523
1545	0.1350582409
1546	0.135025403
1547	0.1349941035
1548	0.1349645636
1549	0.1349311844
1550	0.134899819
1551	0.1348627783
1552	0.1348380287
1553	0.1348282976
1554	0.134797965
1555	0.1347674906
1556	0.134736862
1557	0.134707745
1558	0.1346772937
1559	0.1346548977
1560	0.1346229601
1561	0.1345904227
1562	0.1345547077
1563	0.1345282548
1564	0.134495854
1565	0.1344635478
1566	0.1344442716
1567	0.1344205165
1568	0.1343909828
1569	0.1343579114
1570	0.1343231311
1571	0.1342890171
1572	0.134258004
1573	0.1342297874
1574	0.1341936699
1575	0.134166822
1576	0.1341388666
1577	0.1341067584
1578	0.1340736003
1579	0.134037048
1580	0.1340020137
1581	0.1339757449
1582	0.1339457168
1583	0.1339132525
1584	0.1338818723
1585	0.13385441
1586	0.1338176537
1587	0.1337877068
1588	0.1337500494
1589	0.1337196192
1590	0.1336848323
1591	0.1336504211
1592	0.133620724
1593	0.1335869264
1594	0.1335513508
1595	0.1335162445
1596	0.1334873799
1597	0.1334559109
1598	0.1334265979
1599	0.1333953483
1600	0.1333631699
1601	0.1333325128
1602	0.1332999792
1603	0.1332732413
1604	0.1332404084
1605	0.1332049465
1606	0.1331745489
1607	0.1331535005
1608	0.1331234442
1609	0.1330978394
1610	0.1330664884
1611	0.1330337923
1612	0.132997666
1613	0.1329702716
1614	0.132934573
1615	0.1329081966
1616	0.1328799518
1617	0.1328524004
1618	0.1328244158
1619	0.1327918364
1620	0.132757122
1621	0.1327333309
1622	0.1326995489
1623	0.1326655585
1624	0.1326470813
1625	0.1326137688
1626	0.1325850132
1627	0.1325558376
1628	0.1325217111
1629	0.1324905778
1630	0.1324533556
1631	0.1324287077
1632	0.1323976144
1633	0.1323776433
1634	0.1323515241
1635	0.1323212653
1636	0.1322929569
1637	0.1322734791
1638	0.1322461419
1639	0.1322169232
1640	0.1321964474
1641	0.1321716968
1642	0.1321442533
1643	0.1321111894
1644	0.132079611
1645	0.132040638
1646	0.1320116717
1647	0.1319780791
1648	0.1319427415
1649	0.1319154648
1650	0.1318864616
1651	0.131848104
1652	0.1318206378
1653	0.1317867425
1654	0.1317509649
1655	0.1317205986
1656	0.1316871981
1657	0.1316644745
1658	0.1316284641
1659	0.1316098833
1660	0.1315780004
1661	0.1315544861
1662	0.1315312919
1663	0.1315057342
1664	0.1314768195
1665	0.1314487985
1666	0.1314162718
1667	0.1313854503
1668	0.1313542931
1669	0.1313253962
1670	0.1312942413
1671	0.1312622745
1672	0.1312267648
1673	0.1312086933
1674	0.131175551
1675	0.131145953
1676	0.1311153728
1677	0.1310790797
1678	0.1310559754
1679	0.131021299
1680	0.1309928116
1681	0.1309731283
1682	0.1309436823
1683	0.1309110894
1684	0.1308818034
1685	0.1308560752
1686	0.1308238295
1687	0.1308041971
1688	0.1307798455
1689	0.1307563774
1690	0.1307240601
1691	0.1306871609
1692	0.130662554
1693	0.130624393
1694	0.1306013153
1695	0.1305756749
1696	0.130542642
1697	0.1305106132
1698	0.1304724775
1699	0.1304405345
1700	0.1304043337
1701	0.1303821502
1702	0.1303505106
1703	0.1303178687
1704	0.130290515
1705	0.1302581004
1706	0.1302236156
1707	0.130187704
1708	0.1301565253
1709	0.1301193826
1710	0.1300958041
1711	0.1300593483
1712	0.1300286826
1713	0.130002027
1714	0.1299695715
1715	0.1299372826
1716	0.129918304
1717	0.1298841681
1718	0.1298547193
1719	0.129823842
1720	0.1297918609
1721	0.1297670929
1722	0.129740105
1723	0.1297054783
1724	0.1296724462
1725	0.1296373486
1726	0.1296061721
1727	0.1295815489
1728	0.1295604325
1729	0.1295291811
1730	0.1295085416
1731	0.1294798119
1732	0.1294436547
1733	0.129415789
1734	0.1293803047
1735	0.1293495076
1736	0.1293194883
1737	0.1292884585
1738	0.129260627
1739	0.1292285192
1740	0.129203468
1741	0.1291793181
1742	0.129149861
1743	0.1291204292
1744	0.1290947757
1745	0.1290713317
1746	0.1290419995
1747	0.1290056921
1748	0.1289781163
1749	0.1289434172
1750	0.1289126318
1751	0.1288803524
1752	0.1288552381
1753	0.1288265171
1754	0.1287905349
1755	0.1287571805
1756	0.12873152
1757	0.1286957758
1758	0.1286655111
1759	0.1286420783
1760	0.1286101755
1761	0.1285731254
1762	0.1285422934
1763	0.1285113162
1764	0.1284923272
1765	0.1284632395
1766	0.1284447093
1767	0.1284171597
1768	0.1283875013
1769	0.128360274
1770	0.1283364474
1771	0.1283109502
1772	0.1282857565
1773	0.1282603178
1774	0.1282345549
1775	0.1282076734
1776	0.1281838093
1777	0.1281553293
1778	0.1281304112
1779	0.1281032375
1780	0.1280685261
1781	0.1280387785
1782	0.128012173
1783	0.1279804789
1784	0.1279550833
1785	0.1279291565
1786	0.1278937723
1787	0.1278641332
1788	0.1278382903
1789	0.1278089234
1790	0.1277782794
1791	0.1277487148
1792	0.127725643
1793	0.1276972439
1794	0.1276666525
1795	0.1276479305
1796	0.1276217679
1797	0.1275941824
1798	0.127562415
1799	0.127530454
1800	0.1275023844
1801	0.1274697877
1802	0.1274330649
1803	0.127401865
1804	0.127375832
1805	0.1273490374
1806	0.127313096
1807	0.1272856844
1808	0.1272582175
1809	0.1272278477
1810	0.1271934773
1811	0.1271665615
1812	0.12713453
1813	0.1271113599
1814	0.1270779409
1815	0.1270487139
1816	0.1270205961
1817	0.1270026958
1818	0.1269756822
1819	0.126949477
1820	0.1269187563
1821	0.1268843528
1822	0.1268594276
1823	0.1268318451
1824	0.1268008606
1825	0.1267714665
1826	0.1267393615
1827	0.1267063319
1828	0.126676327
1829	0.1266560159
1830	0.1266286666
1831	0.1266045704
1832	0.1265758057
1833	0.126544916
1834	0.1265188495
1835	0.1264914924
1836	0.1264623051
1837	0.1264277036
1838	0.1264086994
1839	0.1263846722
1840	0.1263601008
1841	0.1263429116
1842	0.1263157211
1843	0.1262849818
1844	0.1262520231
1845	0.126222466
1846	0.1261920168
1847	0.126173159
1848	0.1261488869
1849	0.1261207307
1850	0.12608836
1851	0.1260636835
1852	0.1260360203
1853	0.1260118536
1854	0.1259813316
1855	0.1259525147
1856	0.1259279449
1857	0.1258993637
1858	0.1258682578
1859	0.1258426669
1860	0.1258221574
1861	0.1257984773
1862	0.1257660272
1863	0.1257507702
1864	0.1257224531
1865	0.1256930946
1866	0.1256729901
1867	0.1256468707
1868	0.1256184508
1869	0.125593654
1870	0.1255663857
1871	0.1255372028
1872	0.1255047007
1873	0.1254768194
1874	0.1254513364
1875	0.1254197347
1876	0.1253880338
1877	0.1253582341
1878	0.1253347977
1879	0.1253094445
1880	0.1252811203
1881	0.1252653422
1882	0.1252415232
1883	0.1252115385
1884	0.1251856343
1885	0.1251616648
1886	0.1251388006
1887	0.1251065821
1888	0.1250736766
1889	0.1250445293
1890	0.125014103
1891	0.1249877005
1892	0.1249618151
1893	0.1249299261
1894	0.1248999703
1895	0.1248825426
1896	0.1248566904
1897	0.124824193
1898	0.1248023969
1899	0.1247702287
1900	0.1247446466
1901	0.1247169661
1902	0.1246961534
1903	0.124662287
1904	0.1246354848
1905	0.1246113096
1906	0.1245860129
1907	0.1245549027
1908	0.1245224879
1909	0.1245032499
1910	0.1244780603
1911	0.1244547556
1912	0.1244267743
1913	0.1243944872
1914	0.1243718927
1915	0.1243477302
1916	0.1243178019
1917	0.1242892512
1918	0.1242592774
1919	0.1242310835
1920	0.124210481
1921	0.1241831406
1922	0.1241604191
1923	0.124130886
1924	0.1241065069
1925	0.1240770758
1926	0.1240434991
1927	0.1240193365
1928	0.1239875965
1929	0.1239618019
1930	0.1239345231
1931	0.123910901
1932	0.1238797438
1933	0.1238541895
1934	0.1238252131
1935	0.1238054626
1936	0.1237833967
1937	0.1237573712
1938	0.1237289249
1939	0.12369268
1940	0.1236711707
1941	0.1236400405
1942	0.1236162535
1943	0.1235845687
1944	0.1235570646
1945	0.1235399658
1946	0.1235157534
1947	0.1234881058
1948	0.123458961
1949	0.1234355977
1950	0.123405779
1951	0.1233821114
1952	0.1233594579
1953	0.123328818
1954	0.1233026042
1955	0.1232762334
1956	0.1232473055
1957	0.1232208475
1958	0.1231925644
1959	0.1231625973
1960	0.1231406276
1961	0.1231076357
1962	0.1230767567
1963	0.1230458382
1964	0.1230217893
1965	0.1229960866
1966	0.1229643222
1967	0.1229365912
1968	0.1229075335
1969	0.1228704613
1970	0.1228595581
1971	0.1228428524
1972	0.1228195603
1973	0.122792923
1974	0.1227678559
1975	0.1227425142
1976	0.1227128319
1977	0.1226911819
1978	0.1226678211
1979	0.1226400109
1980	0.1226156469
1981	0.1225890027
1982	0.1225578167
1983	0.1225349375
1984	0.1225109802
1985	0.1224809536
1986	0.122451526
1987	0.1224238112
1988	0.1223979166
1989	0.1223629571
1990	0.1223358324
1991	0.1223117176
1992	0.1222837782
1993	0.1222582708
1994	0.122232979
1995	0.1222037441
1996	0.1221757261
1997	0.122147473
1998	0.1221194472
1999	0.1220857333
